PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts,Title,Author,Total_Replies,Total_Weight
29,"['Somnambulism', 'Digestive System Disorders', 'Pulmonary Stenosis', 'Agenesis of corpus callosum', 'Heparin-induced thrombocytopenia', 'Common Cold', 'Psoriasis', 'Influenza', 'Wolf-Hirschhorn Syndrome', 'Cancer-Associated Retinopathy', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Acute gastroenteritis', 'Myocardial Ischemia', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'furuncle', 'Punctate inner choroidopathy', 'Goldberg-Shprintzen megacolon syndrome', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Gray Platelet Syndrome', 'Disease', 'Seizures', 'Signs and Symptoms', 'Blackout - symptom', 'Abdominal bloating', 'Flushing', 'Sympathetically independent pain', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/humor-during-the-coronavirus-crisis/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Surgical Procedures, Minimally Invasive', 'Drainage procedure', 'Drilling - action', 'Quarantine', 'Reminding', 'Diversion procedure', 'Calming', 'Discussion (procedure)', 'ACP protocol', 'Humor therapy', 'Fixation - action', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Toilet procedure', 'Release (procedure)', 'Direct Method', 'Thymectomy', 'Gamete Intrafallopian Transfer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'SUPERIOR OLIVARY COMPLEX', 'medial amygdalar nucleus', 'Belly of skeletal muscle', 'Heart', 'Entire putamen', 'Blood Vessel', 'Both kidneys', 'Branch of', 'Entire ear', 'Hair Specimen', 'Entire head', 'Tract', 'Common carotid artery', 'Foot']",humor and fun chat diversions during the coronavirus crisis: join us,imallears @imallears,200,10001.724137931034
30,"['Congenital Thrombotic Thrombocytopenic Purpura', 'Pallister-Hall syndrome', 'Infantile Neuroaxonal Dystrophy', 'Poliomyelitis', 'Dysosteosclerosis', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Symmetrical dyschromatosis of extremities', 'Coronavirus Infections', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/how-you-can-get-information-about-covid-19-vaccine-in-your-locality/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Single Embryo Transfer', 'Quarantine', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Standard of Care', 'Vaccination', 'Release (procedure)', 'disorder control (procedure)']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",how to get information about covid vaccine in your area [links only],"sue, volunteer mentor @sueinmn",24,1201.6666666666667
31,"['Dysosteosclerosis', 'Simian Acquired Immunodeficiency Syndrome', 'nan']",https://connect.mayoclinic.org/discussion/no-covid-vaccines-in-mayo-waiting-for-supplies/,"[nan, nan, nan]","[nan, nan, 'Removal by grinding']","[nan, nan, nan]",no covid vaccines in mayo. waiting for supplies.,naiviv @naiviv,2,101.61290322580645
32,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Total Hypotrichosis, Mari type', 'Dysosteosclerosis', 'Influenza', 'Chronic otitis media', 'Coronavirus Infections', 'Gray Platelet Syndrome', 'Tired', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/interactions-between-sars-cov-2-variants/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Booster', 'Obstetric Delivery', 'Antiretroviral therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Assisted Reproductive Technologies', 'selective internal radiation therapy', 'Release (procedure)', 'Therapeutic procedure', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Midbrain structure', 'Hand', 'Anus', 'Structure of putamen']",interactions between sars-cov-2 variants?,armando @bolso1,10,501.5625
33,"['Gonorrhea', 'Geroderma osteodysplastica', 'Dysosteosclerosis', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Influenza', 'Chronic Obstructive Airway Disease', 'Reflex Epilepsy, Photosensitive', 'Bronchitis, Chronic', 'Pneumocystis jiroveci pneumonia', 'Severe chronic obstructive pulmonary disease', 'Disease', 'Fever with chills', 'Fatigue', 'Headache', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/copd-and-the-covid-19-vaccine/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Childhood Immunization', 'Injection of therapeutic agent', 'Reduction - action', 'bleomycin/methotrexate/vincristine protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Lung', 'Entire upper limb']",copd and the covid 19 vaccine,ppr @ppr,8,401.5151515151515
34,"['varicella zoster', 'Myasthenia Gravis', 'Disorder of head', 'Osteoporosis with pseudoglioma', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Coronavirus Infections', 'Pneumocystis jiroveci pneumonia', 'Gray Platelet Syndrome', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/can-thymectomized-patients-receive-vaccinations-specifically-covid19/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Single Embryo Transfer', 'Administration procedure', 'Previous and Current Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Vaccination', 'Coronavirus vaccination', 'Division (surgical procedure)', 'Thymectomy', 'Discussion (procedure)', 'Thoracic Surgical Procedures', 'Myasthenia gravis treatment', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'bony process']","can thymectomized patients receive vaccinations, specifically covid19?",pdietrich @pdietrich,14,701.4705882352941
35,"[""Little's Disease"", 'Crohn Disease', 'Lung Diseases, Obstructive', 'Wiskott-Aldrich Syndrome', 'Acute gastroenteritis', 'Disease', 'Diarrhea', 'BODY PAIN', 'Nausea', 'Retching', 'Chills', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/cohns-and-covid-19-shots-is-it-safe/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Infusion procedures', 'Therapeutic tactile stimulation', 'Discussion (procedure)', 'Target heart rate', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Entire upper limb']",crohn's and covid 19 shots is it safe,chaswach @chaswach,12,601.4285714285714
36,"['Epilepsy', 'Communicable Diseases', 'Poliomyelitis', 'Cardiomyopathies', 'Fish-Eye Disease', 'Pertussis', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'Coronavirus Infections', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Borderline Hypertension', 'Hereditary Coproporphyria', 'Multiple Epiphyseal Dysplasia', 'Polymyalgia Rheumatica', 'Simian Acquired Immunodeficiency Syndrome', 'AICARDI-GOUTIERES SYNDROME 1', 'Gray Platelet Syndrome', 'Carpal Tunnel Syndrome', 'Influenza', 'Neuroleptic Malignant Syndrome', 'Coffin-Siris syndrome', 'Malaria, Cerebral', 'Lung diseases', 'Chronic disease', 'Herpes zoster disease', 'Pneumocystis jiroveci pneumonia', 'Gonorrhea', 'Allergic disposition', 'Dysosteosclerosis', ""Little's Disease"", 'Diabetes Mellitus', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Wiskott-Aldrich Syndrome', 'Disease', 'Seizures', 'Ache', 'Signs and Symptoms', 'Sore skin', 'Upset stomach', 'Malaise', 'Headache', 'Syncope', 'Pain', 'Clouded consciousness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/vaccines-1/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Anxiety management training', 'Single Embryo Transfer', 'Induced abortion (procedure)', 'Clinical adjustment', 'gene therapy', 'Lifestyle change therapy', 'answer questions', 'Discussion (procedure)', 'Procedures involving the use of pharmaceuticals', 'Modest-Temperature Hyperthermia', 'cisplatin/ifosfamide/mesna/mitomycin protocol', 'Surgical procedure on eye proper', 'Childhood Immunization', 'Inoculation', 'peritoneal dialysate (treatment)', 'Injection procedure', 'Orthokeratology', 'Mass Vaccination', 'Booster', 'Triage', 'Quarantine', 'Administration procedure', 'Incision and drainage', 'Reminding', 'bleomycin/methotrexate/vincristine protocol', 'Osteogenesis, Distraction', 'Obstetric Delivery', 'Injection of therapeutic agent', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'blood medications', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'SUPERIOR OLIVARY COMPLEX', 'Entire head', 'Respiratory Diaphragm', 'Heart', 'Structure of retinal pigment epithelium', 'Hand', 'Structure of putamen', 'Tooth structure', 'Lung', 'Entire upper limb']",vaccines,"merry, volunteer mentor @merpreb",102,5101.388888888889
37,"['Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Tetanus', 'Herpes zoster disease', 'Pneumocystis jiroveci pneumonia', 'Disease', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-vaccine-and-shingrix-shots/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', 'Medical counseling', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Entire left hand']",covid vaccine and shingrix shots,ronindoman @ronindoman,8,401.35135135135135
38,"['Pneumonia', 'Hamman-Rich syndrome', 'Hepatorenal Syndrome', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Testicular regression syndrome', 'Dermatofibrosis lenticularis disseminata', 'Melnick-Needles Syndrome', 'Sick Sinus Syndrome', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Amyotrophic Lateral Sclerosis, Sporadic', 'Infantile Neuroaxonal Dystrophy', 'Dysosteosclerosis', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'Lung Problem', 'Asthma', 'LAURIN-SANDROW SYNDROME', 'Recurrent disease', 'organic disorders', 'Wiskott-Aldrich Syndrome', 'MUNGAN SYNDROME', 'Disease', 'Pain in buttock', 'Breath Holding', 'Tired', 'Signs and Symptoms', 'Respiratory problems', 'Fatigue', 'Spasm', 'Malaise', 'Pain', 'Sleeplessness', 'Actual Inability To Taste', 'Sleep disturbances', 'Abnormal breathing', 'Coughing', 'Decrease in appetite', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/any-have-insomnia-as-symptom-of-covid-19/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Oxygen 93 %', 'Oxygen 95 %', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Anxiety management training', 'Venom immunotherapy', 'Treated with', 'Home oxygen therapy', 'Antiretroviral therapy', 'Assisted Reproductive Technologies', 'Reminding', 'bleomycin/methotrexate/vincristine protocol', 'Cardiac Lead Procedure', 'Transection (procedure)', 'Modest-Temperature Hyperthermia', 'reframing', 'Rx therapy', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Continuous Positive Airway Pressure', 'Relaxation Techniques', 'Release (procedure)', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Supernumerary mandibular right central primary incisor', 'Eye', 'Entire finger', 'Set of muscles', 'Blood Vessel', 'Stomach', 'Brain', 'Quarter of the Udder', 'Lung', 'Entire calf of leg (body structure)', 'Structure of putamen', 'Common carotid artery', 'Entire posterior interosseous nerve']",anyone have insomnia as symptom of covid-19?,mkqq @mkqq,36,1801.3157894736842
39,"['Sexually Transmitted Diseases', 'Coronavirus Infections', 'Pneumocystis jiroveci pneumonia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/undetermined-covid-test/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Percutaneous Coronary Intervention', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', 'Presence', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Structure of supraoptic nucleus', 'Common carotid artery', 'Nose']",undetermined covid test,lmh963 @lmh963,10,501.28205128205127
40,"['Edema Disease of Swine', 'Ehlers-Danlos Syndrome', 'Spondyloepiphyseal dysplasia, Omani type', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/hypermobile-jointseds-and-covid/,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Medication administration: epidural', nan, nan, nan, nan]","[nan, nan, nan, nan, 'Entire extensor digitorum muscle of hand', 'Structure of supraoptic nucleus', 'Set of muscles', 'Skeletal bone']",hypermobile joints/eds and covid,healthhopefreedom @healthhopefreedom,8,401.25
41,"['Pneumocystis jiroveci pneumonia', 'Gray Platelet Syndrome', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/without-a-vagus-nerve-safety-of-getting-covid19-vaccine/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Operative procedure on nerve', 'removal technique', 'Primary operation', 'Medical counseling', 'Incision and drainage', nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Glossopharyngeal nerve structure', 'Hypoglossal nerve structure', 'Corpora paraaortica', 'Vagus nerve structure', 'Entire nerve', 'Right vagus nerve']",without a vagus nerve & safety of getting covid19 vaccine,domernick @domernick,10,501.219512195122
42,"['Temporohyoid osteoarthropathy', 'Communicable Diseases', 'Dysosteosclerosis', 'Coronavirus Infections', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/questions-3/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Quarantine', 'Medical counseling', 'Incision and drainage', 'Trans-hiatal esophagectomy', 'Isolation procedure', 'Vaccination', 'Discussion (procedure)']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","questions about testing positive, quarantining with family members",shortney4 @shortney4,4,201.1904761904762
43,"['Cholestasis-edema syndrome, Norwegian type', 'organic disorders', 'Coronavirus Infections', 'Disease', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/air-full-head-protective-mask/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Obstetric Delivery', 'Antiretroviral therapy', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'Assisted Reproductive Technologies', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Eye', 'Common carotid artery', 'Entire face', 'Left main bronchus structure', 'Nose', 'Entire neck']","""air"" full head protective mask",rseitzberg @rseitzberg,8,401.16279069767444
44,"['Preeclamptic toxemia', 'Temporohyoid osteoarthropathy', 'Epilepsy', 'Common Cold', 'Cancer-Associated Retinopathy', 'Euthyroid Sick Syndromes', 'Myocardial Ischemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', 'Brown oculocutaneous albinism', ""Little's Disease"", 'Autoimmune hemolytic anemia', 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Restless Legs Syndrome', 'Asthenopia', 'Wiskott-Aldrich Syndrome', 'AICARDI-GOUTIERES SYNDROME 1', 'Flatulence', 'Tired', 'Neonatal Jaundice', 'Cold intolerance', 'Clouded consciousness', 'spells (neurological symptom)', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/how-to-keep-moving-when-you-cant-go-out-to-walk-or-get-to-the-gym/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Surgical Procedures, Minimally Invasive', 'Stretching exercises', 'Incision and drainage', 'Hydrotherapy', 'Distraction training', 'Visceral manipulation', 'Back fusion', 'Reparative closure', 'Yoga', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Trans-hiatal esophagectomy', 'Surgical Replantation', 'Exercise Pain Management', 'Petrissage', 'Thymectomy', 'Therapeutic procedure', 'Insertion of pack (procedure)', 'Gamete Intrafallopian Transfer', nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'medial amygdalar nucleus', 'Respiratory Diaphragm', 'Entire trunk', 'Structure of supraoptic nucleus', 'Right upper extremity', 'Structure of putamen', 'Entire finger', 'Common carotid artery', 'Foot']",how to keep moving when you can't go out to walk or get to the gym,"sue, volunteer mentor @sueinmn",58,2901.1363636363635
45,"['Communicable Diseases', 'Agenesis of corpus callosum', 'Common Cold', 'Influenza', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Pneumocystis jiroveci pneumonia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/should-you-fly-home-to-get-the-vaccine-when-its-your-turn/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Quarantine', 'Injection of therapeutic agent', 'Primary operation', 'bleomycin/methotrexate/vincristine protocol', 'Release (procedure)', 'Injection procedure', 'Discussion (procedure)', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire face']",should you fly home to get the vaccine when its your turn?,jeannettepma5 @jeannettepma5,14,701.1111111111111
46,"['Sexually Transmitted Diseases', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'Chronic Obstructive Airway Disease', 'Nephritis, Interstitial', 'Simian Acquired Immunodeficiency Syndrome', 'Wiskott-Aldrich Syndrome', 'Myocardial Ischemia', 'Gray Platelet Syndrome', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/social-distancing-and-masks/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', '5 minutes Office visit', 'Surgical Procedures, Minimally Invasive', 'Anterior decompression of shoulder joint', 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Procedures involving the use of pharmaceuticals', 'Osteogenesis, Distraction', 'Removal by grinding', 'Postpartum home visit', 'Gamete Intrafallopian Transfer', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Foot']",social distancing and masks,"merry, volunteer mentor @merpreb",20,1001.0869565217391
