PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts
13,"['Common Cold', 'Influenza', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Seizures', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/If-we-properly-protect-ourselves-from-COVID-19-can-we-still-catch-the-common-cold/show/3061897,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Inoculation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Hand']"
14,"['Chronic Obstructive Airway Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/When-to-take-rapid-test/show/3061917,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, '5 minutes Office visit', 'Anterior decompression of shoulder joint', 'Quarantine', 'Percutaneous Coronary Intervention', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', 'Orthokeratology', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Common carotid artery', 'Foot']"
15,"['Gonorrhea', 'Geroderma osteodysplastica', 'organic disorders', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Coronavirus Infections', 'Disease', 'digestive problem', 'Cardiovascular symptoms', 'Fatigue', 'Abnormal breathing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Corona-change-my-body-/show/3061932,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Antiretroviral therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Assisted Reproductive Technologies', 'Incision and drainage', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Common carotid artery', 'Lung']"
16,"['Gonorrhea', 'Geroderma osteodysplastica', 'Smallpox', 'Pseudohypoparathyroidism', 'Communicable Diseases', 'Pharyngitis', 'Immune System Diseases', 'Pseudohypoparathyroidism, Type Ia', 'Influenza', 'Phlebotomus Fever', 'Wolf-Hirschhorn Syndrome', 'AICARDI-GOUTIERES SYNDROME 1', 'Blue - symptom', 'Fatigue', 'Sore Throat', 'Headache', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-Again---cant-believe-this-/show/3061731,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Childhood Immunization', 'Ligamentous articular strain technique', 'Percutaneous Coronary Intervention', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Primary operation', 'Reminding', 'bleomycin/methotrexate/vincristine protocol', 'Release (procedure)', 'Discussion (procedure)', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Common carotid artery', 'Entire face', 'Downy hair', 'Foot']"
17,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'Periodic Alternating Nystagmus', 'Carpal Tunnel Syndrome', 'Chronic otitis media', 'Influenza due to Influenza A virus subtype H1N1', 'Lung Diseases, Obstructive', 'Polyarteritis Nodosa', 'Tropical Disease', 'Coronavirus Infections', 'Curb', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Interview-with-Pfizer-CEO/show/3061954,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Booster', 'Physical therapy', 'Injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'bleomycin/methotrexate/vincristine protocol', 'Vaccination', 'Procedures involving the use of pharmaceuticals', 'Discussion (procedure)', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of putamen', 'Para-aortic node', 'Entire upper limb']"
18,"['Gonorrhea', 'Geroderma osteodysplastica', 'Temporohyoid osteoarthropathy', 'Allergic disposition', 'Communicable Diseases', 'MAMMARY-DIGITAL-NAIL SYNDROME', 'Pharyngitis', 'Common Cold', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Influenza', 'Coronavirus Infections', 'Rhinorrhea', 'BODY PAIN', 'Signs and Symptoms', 'Fatigue', 'Sore Throat', 'Headache', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Need-help-understanding-why-I-got-a-Negative-COVID-test/show/3061513,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Quarantine', 'Percutaneous Coronary Intervention', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Incision and drainage', 'Trans-hiatal esophagectomy', 'bleomycin/methotrexate/vincristine protocol', 'Release (procedure)', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Inferior esophageal sphincter structure', 'Blood Vessel']"
19,"['Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Influenza', 'Lung Diseases, Obstructive', 'Disease', 'Arthralgia', 'Actual Inability To Taste', 'Anosmia', 'Diarrhea', 'Vomiting', 'Nausea', 'Myalgia', 'Coughing', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Symptoms-of-Covid-usually-follow-a-specific-order/show/3061481,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Imbrication (procedure)', 'Osteogenesis, Distraction', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Common carotid artery']"
20,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Lung Diseases, Obstructive', 'Acute gastroenteritis', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Should-we-feel-safe-around-our-family-at-Christmas/show/3062005,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, nan, nan, 'Entire putamen']"
21,"['Tachycardia, Ectopic Junctional', 'Multi-infarct dementia', 'Communicable Diseases', 'Subacute thyroiditis', 'Carpal Tunnel Syndrome', 'Influenza', 'Chronic articular rheumatism', 'Gerstmann-Straussler-Scheinker Disease', 'Testicular regression syndrome', 'Coronavirus Infections', 'Pyotraumatic dermatitis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Oculocerebrocutaneous syndrome', 'Osteochondritis Dissecans', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Diabetic Autonomic Neuropathy', 'Gray Platelet Syndrome', 'Mass of body region', 'gastrointestinal gas', 'Flare', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/How-safe-is-airline-travel/show/3056946,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Induced abortion (procedure)', 'Quarantine', 'Work conditioning', 'Coronary Artery Bypass Surgery', 'Incision and drainage', 'Tannenbaum electroanalgesia method', 'prevention of disorder', 'Crushing procedure', 'Osteogenesis, Distraction', 'Removal by grinding', 'Cardiac Lead Procedure', 'Modest-Temperature Hyperthermia', '5 minutes Office visit', 'Obstetric Delivery', 'nursing therapy', 'Total shoulder replacement', 'Therapeutic tactile stimulation', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Surgical construction', 'Direct Method', 'Orthokeratology', nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Organ', 'Hand', 'Entire nerve', 'Structure of putamen', 'Structure of inferior alveolar nerve', 'Quarter of the Udder', 'Entire face', 'Downy hair']"
22,"['Pharyngitis', 'Influenza', 'Anosmia', 'slight fever', 'Multiple symptoms', 'Sore Throat', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Need-advice/show/3062098,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Obstetric Delivery', 'Quarantine', 'Percutaneous Coronary Intervention', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Hand', 'Eye']"
23,"['Smallpox', 'Communicable Diseases', 'Poliomyelitis', 'Carpal Tunnel Syndrome', 'Liver Abscess, Amebic', 'Measles', 'Erectile dysfunction', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Dysosteosclerosis', 'Communicable Diseases, Emerging', 'Lung Diseases, Obstructive', 'Strangles', 'Gray Platelet Syndrome', 'Mass of body region', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/It-is-not-known-if-the-Covid-vaccine-prevents-infection-/show/3061496,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Inoculation', 'Placebos', 'Administration procedure', 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Sterilization for infection control', 'Release (procedure)', 'HAC protocol', 'Procedures involving the use of pharmaceuticals', 'Orthokeratology', nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Structure of retinal pigment epithelium', 'Entire putamen', 'Integumentary scale', 'bony process', 'Entire upper limb', 'Body organ structure']"
24,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pulmonary Emphysema', 'Dysosteosclerosis', 'Osteoporosis with pseudoglioma', 'Alpha trait thalassemia', 'Carpal Tunnel Syndrome', 'Lung Diseases, Obstructive', 'Acute gastroenteritis', 'Disease', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan', 'nan', 'nan', 'Pulmonary Emphysema', 'Alpha trait thalassemia', 'Disease', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-vaccine/show/3061307,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'nursing therapy', 'Placebos', 'Incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Procedures involving the use of pharmaceuticals', nan, nan, nan, 'Placebos', 'Incision and drainage']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
25,"['Coronavirus Infections', 'Coughing', 'Pain', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Why-is-the-nasal-swab-for-coronavirus-so-deep/show/3061498,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Liquid diet', nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Entire throat (surface region of neck)', 'Hand', 'Root body part', 'Eye', 'bony process', 'Lung', 'Entire face', 'Nose']"
26,"['Mass of body region', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-rapid-testing-the-answer/show/3058376,"[nan, nan, nan]","[nan, '5 minutes Office visit', nan]","[nan, nan, 'Hippocampus Proper']"
27,"['Chronic disease', 'Coronavirus Infections', 'Asymptomatic Diseases', 'BODY ACHE', 'Lightheadedness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/When-did-you-turn-positive-after-your-exposure/show/3062092,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'nursing therapy', 'Quarantine', 'Spatial guidance for medical procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Lanugo', 'Nose']"
28,"['Pyotraumatic dermatitis', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Corona-Transmission-Risk-from-surfaces/show/3059159,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Therapeutic tactile stimulation', nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Supernumerary mandibular right central primary incisor', 'Wing', 'Hand', 'Entire throat (surface region of neck)', 'Eye', 'Entire hand', 'Entire ear', 'Nose', 'Upper lip structure']"
29,"['Communicable Diseases', 'Influenza', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Traveling-by-plane-with-baby-COVID-19/show/3058645,"[nan, nan, nan, nan, nan]","[nan, nan, 'Quarantine', 'Incision and drainage', nan]","[nan, nan, nan, nan, 'Hand']"
