PostNumber,SymptomName,PostLink
24,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pulmonary Emphysema', 'Dysosteosclerosis', 'Osteoporosis with pseudoglioma', 'Alpha trait thalassemia', 'Carpal Tunnel Syndrome', 'Lung Diseases, Obstructive', 'Acute gastroenteritis', 'Disease', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan', 'nan', 'nan', 'Pulmonary Emphysema', 'Alpha trait thalassemia', 'Disease', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-vaccine/show/3061307
25,"['Coronavirus Infections', 'Coughing', 'Pain', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Why-is-the-nasal-swab-for-coronavirus-so-deep/show/3061498
26,"['Mass of body region', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-rapid-testing-the-answer/show/3058376
27,"['Chronic disease', 'Coronavirus Infections', 'Asymptomatic Diseases', 'BODY ACHE', 'Lightheadedness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/When-did-you-turn-positive-after-your-exposure/show/3062092
28,"['Pyotraumatic dermatitis', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Corona-Transmission-Risk-from-surfaces/show/3059159
29,"['Communicable Diseases', 'Influenza', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Traveling-by-plane-with-baby-COVID-19/show/3058645
30,"['Severe Acute Respiratory Syndrome', 'Pulmonary Emphysema', 'Pulmonary Fibrosis', 'Influenza', 'Papillon-Lefevre Disease', 'Dengue Fever', 'BODY ACHE', 'Sore Throat', 'Weakness', 'Chills', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Fever-for-4-days-covid/show/3061310
31,"['Secondary bacterial pneumonia', 'Smallpox', 'Communicable Diseases', 'Infectious disease of lung', 'Aspergilloma', 'Poliomyelitis', 'Pneumonia', 'Respiratory Tract Infections', 'Influenza', 'Mycoses', 'Pneumonia, Bacterial', 'Coronavirus Infections', 'Hemorrhagic Fever, Ebola', 'Trigger Finger Disorder', 'Bacterial Infections', 'Virus Diseases', 'primary infection nos', 'Sepsis', 'Mumps', 'Asthma', 'Secondary Infections', 'Disease', 'rundown', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Does-a-pneumonia-vaccination-make-the-illness-less-severe/show/3054130
32,"['Communicable Diseases', 'Coinfection', 'Virus Diseases']",https://www.medhelp.org/posts/Coronavirus/Can-you-get-covid-twice/show/3061356
33,"['Dermatologic disorders', 'Connective Tissue Diseases', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/NASAL-SWAB-AND-CFS-LEAK/show/3058827
34,"['Obesity', 'Hypertensive disease', 'Diabetes Mellitus', 'Lung diseases', 'Chronic disease', 'Kidney Diseases', 'Coronavirus Infections', 'Disease', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Resources-Info---Prevention--High-Risk--Symptoms--Social-Distancing-and-Flattening-the-Curve/show/3053982
35,"['Hypertensive disease', 'Diabetes Mellitus', 'Asthma', 'Seizures', 'Signs and Symptoms', 'Coughing', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Has-Covid-cause-your-depression-to-get-worse/show/3058897
36,"['Osteoporosis', 'Vitamin D Deficiency', 'Disease', 'Flushing', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-Home-kit-vs-Kaiser-Testing/show/3062095
37,"['Obesity', 'Common Cold', 'Interstitial emphysema', 'Coronavirus Infections', 'Pyotraumatic dermatitis', 'Disease', 'Signs and Symptoms', 'Overweight', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Extra-Pounds-increases-your-odds-of-a-bad-Covid-19-Outcome/show/3058808
38,"['flu symptoms', 'Anorexia', 'Communicable Diseases', 'Infantile Neuroaxonal Dystrophy', 'Immune System Diseases', 'Macrophage Activation Syndrome', 'Influenza', 'Measles', 'Ageusia', 'BODY ACHE', 'Fatigue', 'Dry cough', 'Clouded consciousness', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Fever-reported-in-most-hospitalized-Covid-patients/show/3058647
39,"['Hepatic methionine adenosyltransferase deficiency', 'Communicable Diseases', 'Bone Cysts, Aneurysmal', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/New-Coronavirus-Forum-Policy---Effective-Immediately/show/3062163
40,"['Communicable Diseases', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coronavirus Infections', 'Seizures', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Car-ride-and-covid/show/3058150
41,"['Disease', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-and-Holiday-Gatherings/show/3061435
42,"['Communicable Diseases', 'Pharyngitis', 'Pneumonia', 'Common Cold', 'Comatose', 'Influenza', 'Chronic Obstructive Airway Disease', 'Coronavirus Infections', 'Obesity', 'Anorexia', 'Infantile Neuroaxonal Dystrophy', 'Lupus Erythematosus', 'Diabetes', 'Malaria', 'cold symptoms', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Asthma attack', 'Disease', 'Flatulence', 'Seizures', 'Feeling strange', 'out (of) breath', 'Feeling Sick', 'Respiratory problems', 'Malaise', 'Fatigue', 'Signs and Symptoms, Respiratory', 'Tremor', 'Rhinorrhea', 'Single organ dysfunction', 'Ageusia', 'Illness (finding)', 'Nausea', 'Sore Throat', 'Abdominal bloating', 'Dry cough', 'Coughing', 'Decrease in appetite', 'Nightmares', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-19/show/3054074
43,"['Communicable Diseases', 'Ataxia Telangiectasia', 'Cerebellar decompression injury', 'Common Cold', 'Influenza', 'Chronic disease', 'Coronavirus Infections', 'Genital infection', 'Disease', 'Upset stomach', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Conflicting-information-on-corona-on-surfaces-/show/3057629
44,"['Coronavirus Infections', 'Signs and Symptoms', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-and-blood-type/show/3062254
45,"['Allergic disposition', 'Infantile Neuroaxonal Dystrophy', 'Severe Acute Respiratory Syndrome', 'Cardiac Arrest', 'Upper Respiratory Infections', 'Coronavirus Infections', 'HEART PROBLEM', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Lightheadedness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Are-you-wearing-a-mask-Thoughts-on-them/show/3054571
46,"['Influenza', 'Coronavirus Infections', 'Seizures', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Redfield-says-masks-might-have-a-better-effect-than-a-vaccine/show/3058229
47,"['Communicable Diseases', 'Pneumonia', 'Chronic Obstructive Airway Disease', 'Disease', 'out (of) breath', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-my-medical-history-putting-me-in-more-dangeri-/show/3057097
48,"['Allergic disposition', 'Pharyngitis', 'Vasculitis', 'cold symptoms', 'Alopecia', 'Tired', 'out (of) breath', 'Fatigue', 'Photopsia', 'Sore Throat', 'nan', 'nan', 'nan', 'Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Oculocerebrocutaneous syndrome', 'Sexually Transmitted Diseases', 'Pharyngitis', 'Vasculitis', 'cold symptoms', 'Lung Diseases, Obstructive', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Flatulence', 'Tired', 'out (of) breath', 'Fatigue', 'Photopsia', 'Sore Throat', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Long-Haulers-post-covide-infection/show/3057935
49,"['Blind Vision', 'Communicable Diseases', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Pulmonary congestion', 'Wolf-Hirschhorn Syndrome', 'Hepatic Encephalopathy', 'Coronavirus Infections', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Lupus Erythematosus', 'Toxic liver disease', 'Acute infectious disease', 'Retinal damage', 'Multiple Epiphyseal Dysplasia', 'Gray Platelet Syndrome', 'Carpal Tunnel Syndrome', 'Common Cold', 'Influenza', 'Liver Abscess, Amebic', 'Papillon-Lefevre Disease', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Gonorrhea', 'Allergic disposition', 'Dysosteosclerosis', ""Little's Disease"", 'Malaria', 'Rosacea', 'Prieto X-linked mental retardation syndrome', 'Disease', 'Signs and Symptoms', 'Muscular stiffness', 'HEART PROBLEM', 'Sighing respiration', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Anecdotal-evidence-hydroxychloroquine-works-from-doctors-in-different-locations/show/3054385
50,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', 'Palmar-plantar erythrodysesthesia syndrome', 'Common Cold', 'Influenza', 'Mandibuloacral dysostosis', 'Chronic articular rheumatism', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Gasping for breath', 'Shoulder stiff', 'Multiple symptoms', 'Coughing', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-it-ethical-for-a-Dr-with-withhold-high-risk-coronavirus-exposure-and-symptoms/show/3058587
51,"['Gonorrhea', 'Geroderma osteodysplastica', 'flu symptoms', 'Bleeding ulcer', 'Pneumonia', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Acute gastroenteritis', 'Influenza-like symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Corona-amping-up-AND-Flu-season/show/3057799
52,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Palmar-plantar erythrodysesthesia syndrome', 'Fish-Eye Disease', 'Algoneurodystrophy', 'Lung Diseases, Obstructive', 'Amelogenesis imperfecta nephrocalcinosis', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'Signs and Symptoms', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/How-can-babysitters-protect-themselves-during-COVID/show/3057526
53,"['Communicable Diseases', 'Adult Fanconi syndrome', 'Diabetes Mellitus, Non-Insulin-Dependent', 'Hereditary Diseases', 'Carpal Tunnel Syndrome', 'Chronic Obstructive Airway Disease', 'Acute gastroenteritis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Obesity', 'Allergic disposition', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', ""Little's Disease"", 'Chronic otitis media', 'Asthma', 'Signs and Symptoms', 'Overweight', 'EXERTIONAL', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188
54,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Diabetes Mellitus', 'Common Cold', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500
55,"['Communicable Diseases', 'Common Cold', 'Influenza', 'Sick Sinus Syndrome', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Neonatal alloimmune thrombocytopenia', 'Lung Diseases, Obstructive', 'Influenza due to Influenza A virus subtype H1N1', 'SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME', 'organic disorders', 'Disease', 'Gray Platelet Syndrome', 'Coughing', 'Asthenia', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064
56,"['Gonorrhea', 'Geroderma osteodysplastica', 'Coughing', 'Sighing respiration', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638
57,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan']",https://www.medhelp.org/posts/Coronavirus/LITERALLY-BUMPING-INTO-SOMEONE---ANY-REAL-RISK/show/3057885
58,"['Multi-infarct dementia', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'Retching', 'Acute onset cough', 'Dry cough', 'Sharp pain', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Fevers/show/3056211
59,"['Amyotrophic Lateral Sclerosis, Sporadic', 'Idiopathic Multicentric Osteolyses', 'Streptococcal lymphadenitis of swine', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Influenza', 'Reflex Sympathetic Dystrophy', 'Measles', 'Meningococcal meningitis', 'Coronavirus Infections', 'Disease', 'primary infection nos', 'Gray Platelet Syndrome', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Miracle-Covid-cure-that-wasnt/show/3056765
60,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sinusitis', 'Allergic disposition', 'Duane Retraction Syndrome', ""Little's Disease"", 'Pharyngitis', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Diabetic Retinopathy', 'Acute gastroenteritis', 'Anosmia', 'Pruritus', 'Sore Throat', 'Coughing', 'Pain', 'Other symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/5-year-old-Boy---Cough-for-almost-one-month/show/3056702
61,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Lung Diseases, Obstructive', 'gastrointestinal gas', 'Coughing', 'Sighing respiration', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-risk-with-eating-after-surface-touching/show/3057308
