PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts
13,"['Pelvic Organ Prolapse', 'Pain, Postoperative', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=52,"[nan, nan, nan, nan]","[nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, 'Entire appendix']"
14,"['Infantile Neuroaxonal Dystrophy', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=57,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, nan, 'Entire elbow region']"
15,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'Lung Diseases, Obstructive', 'Simian Acquired Immunodeficiency Syndrome', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=61,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', '5 minutes Office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Exercise Pain Management', 'Osteogenesis, Distraction', 'Cardiac Lead Procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Structure of putamen']"
16,"[""Little's Disease"", 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=72,"[nan, nan, nan, nan]","[nan, 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']","[nan, nan, nan, nan]"
17,"['Spastic syndrome', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Acute gastroenteritis', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=64,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', '5 minutes Office visit', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan, nan]"
18,"['Preeclamptic toxemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=74,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Yoga', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']","[nan, nan, nan, nan, nan, nan]"
19,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'Communicable Diseases', 'Palmar-plantar erythrodysesthesia syndrome', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=75,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Hand', 'Entire face']"
20,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', ""Little's Disease"", 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=53,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Hand', 'Stomach', 'Lung', 'Entire ear']"
21,"['Malignant hyperpyrexia due to anesthesia', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=76,"[nan, nan, nan]","[nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']","[nan, nan, nan]"
22,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'Dermatofibrosis lenticularis disseminata', 'Testicular regression syndrome', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=77,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Single Embryo Transfer', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Tannenbaum electroanalgesia method', 'Osteogenesis, Distraction', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire putamen', 'Hand']"
23,"[""Little's Disease"", 'Chronic Obstructive Airway Disease', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=78,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Family support', 'Discussion (procedure)', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Entire face']"
24,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=79,"[nan, nan, nan, nan, nan, nan]","[nan, nan, 'Obstetric Delivery', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)', 'Urgent Procedure']","[nan, nan, nan, nan, nan, nan]"
25,"['Infantile Neuroaxonal Dystrophy', 'Simian Acquired Immunodeficiency Syndrome', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=83,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Soaking Procedure', 'Universal Precautions', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Exercise Pain Management', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Structure of putamen', 'Downy hair']"
26,"['nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=58,"[nan, nan, nan, nan, nan]","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Insertion of pack (procedure)', nan, nan, nan]","[nan, nan, 'Structure of putamen', 'Entire finger', 'Animal Coat']"
27,"['Gonorrhea', 'Geroderma osteodysplastica', 'Chronic otitis media', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=86,"[nan, nan, nan, nan]","[nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure']","[nan, nan, nan, nan]"
28,"['Hypertensive disease', 'Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Myocardial Infarction', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=89,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Reparative closure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Entire putamen', 'bony process']"
29,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Seizures', 'Gait, Drop Foot', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=54,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm']"
30,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=70,"[nan, nan, nan, nan, nan, nan]","[nan, nan, 'reframing', 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, nan, 'Eye']"
31,"['Malignant hyperpyrexia due to anesthesia', 'Coronary Arteriosclerosis', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=85,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Surgical Procedures, Minimally Invasive', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Incision and drainage', 'Discussion (procedure)', nan]","[nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm']"
32,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Flatulence', 'Sensory Discomfort', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=92,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Transjugular intrahepatic portosystemic shunt procedure', 'Induced abortion (procedure)', 'Administration procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Osteogenesis, Distraction', 'Therapeutic procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Entire putamen']"
33,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Amelogenesis imperfecta nephrocalcinosis', 'Tired', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=90,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Transection (procedure)', 'Mental health care', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Urgent Procedure', 'Discussion (procedure)', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nail plate', 'Structure of putamen']"
34,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Wolf-Hirschhorn Syndrome', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=94,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']","[nan, nan, nan, nan, nan, nan, nan, nan]"
35,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Malignant hyperpyrexia due to anesthesia', 'Palmar-plantar erythrodysesthesia syndrome', 'sick to stomach', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=96,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'The science and art of healing', 'Transjugular intrahepatic portosystemic shunt procedure', 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Eye']"
36,"['Malignant hyperpyrexia due to anesthesia', 'Testicular regression syndrome', 'Signs and Symptoms', 'Tired', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=97,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Common carotid artery', 'bony process', 'Branch of', 'Stem of Organ']"
37,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Disease', 'Dizziness', 'Slow respiration', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=63,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Meditation Therapy', 'Reduction - action', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Calming', 'Exercise Pain Management', 'Thymectomy', 'Discussion (procedure)', 'Cardiac Lead Procedure', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Common carotid artery', 'Entire appendix']"
38,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Malignant hyperpyrexia due to anesthesia', 'Amelogenesis imperfecta nephrocalcinosis', 'Wolf-Hirschhorn Syndrome', 'Simian Acquired Immunodeficiency Syndrome', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=98,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Surgical and medical procedures', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'peer prevention', 'Exercise Pain Management', 'Therapeutic procedure', 'Urgent Procedure', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Common carotid artery', 'Entire appendix', 'Entire face']"
39,"['Signs and Symptoms', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=99,"[nan, nan, nan, nan, nan]","[nan, 'Interventional procedure', 'Harm Reduction', 'Disease management program (regime/therapy)', nan]","[nan, nan, nan, nan, 'bony process']"
40,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Muscle Cramp', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=100,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, nan, 'Foot']"
41,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=91,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)', nan, nan]","[nan, nan, nan, nan, nan, 'Structure of putamen', 'Entire hand']"
42,"['nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=103,"[nan, nan]","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, 'Structure of putamen']"
43,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=93,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Mental health care', 'Single Embryo Transfer', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan, nan, nan]"
44,"['Pallister-Hall syndrome', 'Disorder of face', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Seizures', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=105,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'prevention of infection', 'Prophylactic treatment', 'disorder control (procedure)', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Entire face', 'Entire ear', 'anatomical layer']"
45,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Bronchopulmonary Dysplasia', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'Disease', 'Pain', 'Dyspnea on exertion', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=106,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Treated with', 'Transjugular intrahepatic portosystemic shunt procedure', 'personal safety', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Behavior Therapy']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
46,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hantavirus Infections', 'Autoimmune disease (systemic) NOS', 'Malignant hyperpyrexia due to anesthesia', 'Cancer-Associated Retinopathy', 'Myocardial Ischemia', 'Gray Platelet Syndrome', 'Tired', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=104,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Surgical Procedures, Minimally Invasive', 'Anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)', 'Cardiac Lead Procedure', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Downy hair']"
47,"['Gonorrhea', 'Geroderma osteodysplastica', 'Malignant hyperpyrexia due to anesthesia', 'Hepatic Encephalopathy', 'Signs and Symptoms', 'Hyperextension', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=107,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Discussion (procedure)']","[nan, nan, nan, nan, nan, nan, nan, nan]"
48,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://covid19.camhx.ca/mod/forum/discuss.php?d=109,"[nan, nan, nan, nan, nan, nan]","['Treatment Protocols', 'Prophylactic treatment', 'Procedures involving the use of pharmaceuticals', 'disorder control (procedure)', nan, nan]","[nan, nan, nan, nan, 'Structure of putamen', 'Entire nasal passage']"
